id,text,khoa,topic,source
tamanh_0016,"Thắc mắc: Đạp xe nhiều có bị vô sinh không?. Chào bác sĩ, em năm nay 30 tuổi, công việc văn phòng nên em thường xuyên đạp xe thể dục mỗi ngày khoảng 1–2 tiếng để rèn luyện sức khỏe. Tuy nhiên, gần đây bạn bè em cảnh báo rằng nam giới đạp xe nhiều có thể ảnh hưởng đến khả năng sinh sản. Em rất lo lắng không biết đạp xe nhiều có bị vô sinh không, và nếu có thì em nên tập luyện như thế nào để vừa tốt cho sức khỏe vừa không hại đến sinh sản? Mong bác sĩ tư vấn giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0017,"Thời gian dài hít mùi sơn có bị vô sinh không?. Chào bác sĩ, em năm nay 27 tuổi, vừa rồi em có sơn sửa lại nhà nên thường xuyên hít phải mùi sơn trong nhiều ngày liền. Em nghe nói mùi sơn chứa nhiều hóa chất độc hại có thể ảnh hưởng đến chất lượng tinh trùng và sức khỏe sinh sản. Em rất lo lắng không biết thời gian dài hít mùi sơn có bị vô sinh không, đặc biệt là với nam giới. Mong bác sĩ tư vấn giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0018,"Thói quen để điện thoại trong túi quần có bị vô sinh không?. Chào bác sĩ, em năm nay 27 tuổi, do tính chất công việc nên gần như cả ngày em đều để điện thoại trong túi quần, kể cả khi đi làm hay di chuyển. Gần đây em nghe nhiều người nói thói quen này có thể ảnh hưởng đến sức khỏe sinh sản nam giới. Em rất lo lắng không biết để điện thoại trong túi quần có bị vô sinh không, đặc biệt là về chất lượng tinh trùng và khả năng sinh sản sau này. Mong bác sĩ giải đáp giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0019,"Liên tục hút pod có bị vô sinh không?. Chào bác sĩ, em năm nay 23 tuổi, dạo gần đây em có thói quen hút pod mỗi ngày vì nghĩ ít độc hại hơn thuốc lá truyền thống. Tuy nhiên, em nghe nhiều người nói khói pod cũng ảnh hưởng đến sức khỏe sinh sản. Em rất lo lắng không biết hút pod có bị vô sinh không, đặc biệt là với nam giới khi chất lượng tinh trùng có thể bị ảnh hưởng. Mong bác sĩ giải đáp giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0020,"Thực hư việc tắm nước nóng nhiều có bị vô sinh không?. Chào bác sĩ, em năm nay 25 tuổi có thói quen tắm nước nóng mỗi tối để thư giãn. Gần đây em nghe nói tắm nóng thường xuyên có thể ảnh hưởng sinh sản nam giới. Xin hỏi bác sĩ tắm nước nóng nhiều có bị vô sinh không, và nếu có nguy cơ thì nên điều chỉnh nhiệt độ, thời gian tắm thế nào cho an toàn ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0021,"Cảnh báo: Uống rượu bia nhiều có bị vô sinh không?. Chào bác sĩ, em năm nay 32 tuổi, do đặc thù công việc nên thường xuyên phải uống rượu bia với đối tác, trung bình mỗi tuần em uống khoảng 3–4 lần. Em rất lo lắng không biết việc uống rượu bia nhiều có bị vô sinh không, đặc biệt là ảnh hưởng đến chất lượng tinh trùng và khả năng sinh sản sau này. Mong bác sĩ tư vấn giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0022,"Phụ nữ tập lắc vòng có gây vô sinh không?. Chào bác sĩ, em năm nay 26 tuổi, dạo gần đây em tập thể dục bằng cách lắc vòng mỗi ngày khoảng 20–30 phút để giảm mỡ bụng. Tuy nhiên, em nghe nhiều người nói phụ nữ lắc vòng nhiều có thể ảnh hưởng đến tử cung và buồng trứng, gây khó có con sau này. Em rất lo lắng không biết lắc vòng có gây vô sinh không, và nếu vẫn muốn tập thì cần lưu ý gì để đảm bảo an toàn cho sức khỏe sinh sản? Mong bác sĩ tư vấn giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0023,"Giải đáp: Bệnh sởi có gây vô sinh không?. Chào bác sĩ, em năm nay 25 tuổi. Vừa rồi em bị nổi ban đỏ, sốt cao, đi khám thì bác sĩ chẩn đoán là bệnh sởi. Em rất lo lắng không biết bệnh sởi có gây vô sinh không, đặc biệt là sau này có ảnh hưởng đến khả năng sinh sản của em không ạ? Mong bác sĩ giải đáp giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0024,"Thực hư việc sóng Wifi có gây vô sinh không?. Chào bác sĩ, em năm nay 29 tuổi, công việc văn phòng nên hầu như cả ngày em đều ngồi cạnh modem wifi và cũng thường xuyên sử dụng điện thoại, laptop kết nối wifi. Gần đây em nghe nói tiếp xúc với sóng wifi lâu dài có thể ảnh hưởng đến khả năng sinh sản. Em rất lo lắng không biết sóng wifi có gây vô sinh không, đặc biệt là ở nam giới. Mong bác sĩ giải đáp giúp em!",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0025,"Thực hư việc ăn rau diếp cá bị vô sinh có đúng không?. Chào bác sĩ, em 24 tuổi, có thói quen thường xuyên ăn rau diếp cá sống hoặc xay nước uống để thanh nhiệt, giải độc. Gần đây em nghe bạn bè nói ăn nhiều rau diếp cá có thể ảnh hưởng đến khả năng sinh sản. Xin hỏi bác sĩ ăn rau diếp cá bị vô sinh có đúng không, và em có nên hạn chế loại rau này không ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0026,"Ăn nhiều lá bạc hà có gây vô sinh không?. Chào bác sĩ, em có thói quen thường xuyên dùng lá bạc hà để pha trà uống và thỉnh thoảng cũng dùng trong món ăn. Gần đây em nghe nói bạc hà có thể ảnh hưởng đến nội tiết và khả năng sinh sản. Xin hỏi bác sĩ bạc hà có gây vô sinh không, và em có nên hạn chế sử dụng loại lá này không ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0027,"Thắc mắc: Ăn mì nhiều có bị vô sinh không?. Chào bác sĩ, em là sinh viên, do bận học nên thường xuyên ăn mì gói, hầu như tuần nào cũng ăn 4–5 lần. Gần đây em nghe bạn bè nói ăn mì nhiều có thể gây vô sinh. Xin hỏi bác sĩ ăn mì nhiều có bị vô sinh không, và nếu có hại thì nên ăn với tần suất như thế nào để không ảnh hưởng sức khỏe sinh sản ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0028,"Uống nhiều chanh leo có bị vô sinh không?. Chào bác sĩ, em 25 tuổi, rất thích uống nước chanh leo nên hầu như ngày nào cũng dùng. Gần đây em nghe một số người nói uống nhiều chanh leo có thể ảnh hưởng đến khả năng sinh sản. Xin hỏi bác sĩ uống nhiều chanh leo có bị vô sinh không, và nếu uống thì bao nhiêu là phù hợp để không ảnh hưởng sức khỏe sinh sản ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0029,"Phỏng dạ và thủy đậu có giống nhau không? Có phải cùng một bệnh?. Hôm nay bé nhà em đột nhiên sốt nhẹ, người thì mệt mỏi và xuất hiện nhiều nốt ban đỏ trên da. Mẹ chồng em bảo bé bị phỏng dạ, mà em tưởng bé bị thủy đậu. Thế là phỏng dạ và thủy đậu có phải cùng một bệnh không hay khác nhau vậy bác sĩ? Em cảm ơn ạ.",Khoa Nội tổng hợp,internal_medicine,tamanh
tamanh_0030,"Cách xử lý khi gặp cảm giác nóng rát tinh hoàn. Chào bác sĩ, gần đây em có cảm giác nóng rát tinh hoàn, nhất là buổi chiều tối hoặc sau khi ngồi lâu. Không sưng to, không sốt. Trường hợp này thường do nguyên nhân gì và có cách nào giúp giảm cảm giác nóng rát tại nhà không ạ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0031,"Thắc mắc: Khám hiếm muộn có cần giấy đăng ký kết hôn không?. Em và chồng sắp cưới ở với nhau 2 năm và đã từng mang thai lần hai nhưng không may bị sảy. Cuối năm 2025 này chúng em định kết hôn, hai đứa đã cố gắng mãi vẫn chưa có thai lại, em đã đi khám tại 1 phòng khám chuyên về sinh sản và được kết luận là vô sinh 2. Chúng em muốn đến khám hiếm muộn BVĐK Tâm Anh. Tuy nhiên, tụi em chưa đăng ký kết hôn. Vậy trong trường hợp của em, chưa đăng ký kết hôn, thì có được khám và điều trị hiếm muộn (như IUI, IVF) tại bệnh viện không? Hay bắt buộc phải có giấy đăng ký kết hôn mới đủ điều kiện tiếp nhận điều trị thưa bác sĩ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0032,"Thực chất ăn lựu có bị vô sinh không?. Chào bác sĩ, vợ chồng em kết hôn được 7 tháng rồi, chúng em có sinh hoạt tình dục bình thường, không dùng biện pháp, nhưng vợ em lại chưa có thai ạ. Em nghe bạn bè nói ăn quả lựu thì bị vô sinh. Ban đầu em cũng không để ý, nhưng hóa ra chúng em đều ăn lựu hàng tuần. Vậy ăn lựu có bị vô sinh không bác sĩ?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0033,"Hỏi đáp: Bị nhân tuyến giáp nên uống thuốc gì?. Bác sĩ ơi, em vừa đi khám thì được chẩn đoán là có nhân tuyến giáp. Em đang rất lo lắng và muốn hỏi: nhân tuyến giáp nên uống thuốc gì? Có cần phải uống thuốc lâu dài không hay chỉ theo dõi định kỳ thôi ạ?",Khoa Nội tiết - Đái tháo đường,endocrinology,tamanh
tamanh_0034,"Viêm phổi do xạ trị ung thư nên xử lý như thế nào?. Thưa bác sĩ, tôi nghe một số người nói xạ trị ung thư có thể dẫn đến viêm phổi? Xin bác sĩ cho biết đây có phải là biến chứng thường gặp không, và có cách nào để phòng tránh hay giảm nhẹ tình trạng viêm phổi do xạ trị không? Cảm ơn bác sĩ.","Khoa Xạ trị, Trung tâm Ung bướu",oncology,tamanh
tamanh_0035,"Ruột người dài bao nhiêu mét?. “Bác sĩ ơi, em có đọc đâu đó rằng nếu kéo thẳng ruột người ra thì dài hơn cả chiều cao cơ thể. Điều này có đúng không và ruột non – ruột già mỗi đoạn dài bao nhiêu mét ạ?”",Trung tâm Nội soi và Phẫu thuật Nội soi Tiêu hóa,gastroenterology,tamanh
tamanh_0036,"Khi bị tuyến giáp kiêng đậu nành không?. Bác sĩ ơi, em đang bị bệnh tuyến giáp, dạo này nghe nhiều người bảo là phải kiêng ăn đậu nành và các sản phẩm từ đậu nành như sữa đậu nành, đậu hũ. Em lo quá, không biết thông tin này có đúng không, và nếu em vẫn dùng thì có ảnh hưởng gì đến quá trình điều trị bệnh tuyến giáp không ạ?",Khoa Dinh dưỡng Tiết chế,nutrition,tamanh
tamanh_0037,Đã bị cao huyết áp có uống bia được không?. Người đã bị cao huyết áp có uống bia được không? Nếu uống ít thì có được không?,Khoa Dinh dưỡng Tiết chế,nutrition,tamanh
tamanh_0038,"Tại sao xuất hiện dấu hiệu kính râm trong chấn thương sọ não?. Người thân tôi bị ngã xe, đầu không chảy máu, vẫn tỉnh táo nhưng sáng hôm sau quanh hai mắt bầm tím như đeo kính râm. Dấu hiệu này là gì, có đáng lo không, có thể là chấn thương sọ não không?",Khoa Phẫu thuật Thần kinh,neurosurgery,tamanh
tamanh_0039,"Giải đáp: Con trai bị đá vào tinh hoàn có sao không?. Chào bác sĩ, cách đây vài ngày khi đi học em bị bạn vô tình đá vào tinh hoàn, lúc đó đau dữ dội, phải một lúc sau mới đỡ. Giờ thì còn hơi tức nhẹ ở tinh hoàn. Em lo không biết bị đá vào tinh hoàn có sao không? Có ảnh hưởng đến khả năng sinh sản hoặc cần đi khám ngay không ạ?","Khoa Nam học, Trung tâm Tiết niệu - Thận học - Nam khoa",andrology,tamanh
tamanh_0040,"Bệnh Basedow có di truyền không?. Thưa bác sĩ, tôi được chẩn đoán mắc bệnh Basedow và đang rất lo lắng. Bệnh này có yếu tố di truyền không ạ? Nếu trong gia đình có người từng mắc thì nguy cơ con cái tôi bị bệnh có cao hơn người khác không ạ?",Khoa Nội tiết - Đái tháo đường,endocrinology,tamanh
tamanh_0041,"Polyp túi mật 5mm có nguy hiểm không?. Tôi có polyp túi mật 5mm có nguy hiểm không, liệu có thành ung thư?",Trung tâm Nội soi và Phẫu thuật nội soi tiêu hóa,gastroenterology,tamanh
tamanh_0042,"Tư vấn: Làm sao để tránh ung thư tuyến giáp?. Thưa bác sĩ, dạo gần đây tôi nghe nói tỷ lệ mắc ung thư tuyến giáp ngày càng tăng, đặc biệt ở phụ nữ. Tôi khá lo lắng vì trong gia đình tôi có người từng bị bệnh này. Bác sĩ cho tôi hỏi: Làm sao để phòng tránh ung thư tuyến giáp hiệu quả ạ?",Khoa Ngoại Vú - Đầu Mặt Cổ,oncology,tamanh
tamanh_0043,"Bệnh tuyến giáp ảnh hưởng đến kinh nguyệt không?. Thưa bác sĩ, dạo gần đây kinh nguyệt của tôi thất thường, lúc thì đến sớm, lúc lại trễ, thậm chí lượng máu kinh cũng thay đổi. Tôi có đọc đâu đó rằng bệnh lý tuyến giáp có thể ảnh hưởng đến chu kỳ kinh nguyệt. Vậy bác sĩ cho tôi hỏi bệnh tuyến giáp có thật sự tác động đến kinh nguyệt không, và thường là các bệnh nào?",Khoa Nội tiết - Đái tháo đường,endocrinology,tamanh
tamanh_0044,"Bạn có biết: Người bị u tuyến giáp có ăn được rau cải không?. Bác sĩ ơi, em vừa đi khám thì được chẩn đoán là có u tuyến giáp. Em rất lo lắng về chế độ ăn uống hằng ngày. Không biết em có ăn được rau cải không? Những loại rau như cải xanh, cải bắp, cải ngọt… có ảnh hưởng xấu đến tuyến giáp của em không ạ?",Khoa Dinh dưỡng Tiết chế,nutrition,tamanh
tamanh_0045,"Người bị u tuyến giáp ăn rau muống được không?. Bác sĩ ơi, em đang bị u tuyến giáp và đang lo lắng về chế độ ăn uống. Em nghe nói người bị bệnh tuyến giáp thì không nên ăn rau muống vì có thể ảnh hưởng đến chức năng tuyến giáp. Vậy trường hợp của em bị u tuyến giáp thì có ăn được rau muống không ạ?",Khoa Dinh dưỡng Tiết chế,nutrition,tamanh
tamanh_0046,"Bệnh suy giáp có phải mổ không?. Bác sĩ ơi, em đang bị suy giáp và nghe nói có người phải mổ. Vậy trường hợp của em có cần phải mổ không hay chỉ cần uống thuốc là đủ rồi ạ?",Khoa Nội tiết - Đái tháo đường,endocrinology,tamanh
tamanh_0047,"Chuyên gia giải đáp: Bị RSV rồi có bị lại không?. Con em mới khỏi RSV được hơn 2 tháng nhưng dạo này thấy ho sụt sịt lại, em sợ tái nhiễm. Bác sĩ cho em hỏi RSV có thể tái phát nhiều lần không ạ?",Khoa Nhi,pediatrics,tamanh
tamanh_0048,"Lý do vì sao lại bị khô miệng do xạ trị?. Thưa bác sĩ, tôi đang điều trị ung thư và phải xạ trị vùng đầu – cổ. Gần đây tôi bị khô miệng nhiều, cảm giác rất khó chịu, ăn uống và nói chuyện đều khó khăn. Xin hỏi vì sao xạ trị lại gây khô miệng như vậy, tình trạng này có hồi phục được không, và tôi có thể làm gì để giảm khó chịu ạ?","Khoa Xạ trị, Trung tâm Ung bướu",oncology,tamanh
tamanh_0049,"Kết quả vô sinh 2 có thật sự đáng lo ngại không?. Vợ chồng em cưới nhau đã 6 năm, trước đây có thai tự nhiên 1 lần nhưng bị lưu thai lúc 10 tuần. Sau đó gần 5 năm nay mong có con lại mà không được. Hai vợ chồng đã đi khám ở một bệnh viện tỉnh, kết quả chẩn đoán vô sinh 2 cho thấy chồng em có tinh trùng dị dạng nhiều, còn em bị đa nang buồng trứng và niêm mạc tử cung mỏng dưới 4mm. Hiện tại chu kỳ kinh của em rất thất thường, có khi 2-3 tháng mới có kinh. Em rất lo lắng không biết với tình trạng như vậy thì có khả năng mang thai tự nhiên không hay phải làm IVF? Mong được bác sĩ tư vấn hướng điều trị tốt nhất ạ.",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0050,"Thế nào là vô sinh cấp độ 1?. Tôi được chẩn đoán tắc vòi trứng bên phải, vòi bên trái bình thường. Chồng tôi bị tinh trùng yếu, hai vợ chồng tôi đã cố gắng hơn 1 năm nhưng chưa có thai. BS cho tôi hỏi vậy có phải là vô sinh 1 không? Tôi có cần mổ nội soi thông vòi trứng hay có thể mang thai tự nhiên?",Trung tâm Hỗ trợ sinh sản,reproductive_endocrinology,tamanh
tamanh_0051,"Nếu lỡ mắc viêm gan A có gây ung thư không?. “Em đi khám sức khỏe định kỳ, kết quả xét nghiệm cho thấy đã từng nhiễm viêm gan A. Em thấy có dấu hiệu miễn dịch rồi, nhưng vẫn băn khoăn: Liệu viêm gan A có khả năng gây xơ gan hoặc ung thư gan trong tương lai không, thưa bác sĩ?”","Trung tâm Nội soi và Phẫu thuật nội soi tiêu hóa,Trung tâm Viêm gan & Gan nhiễm mỡ",hepatology,tamanh
tamanh_0052,"Phương pháp can thiệp xâm lấn tối thiểu phình động mạch chủ ngực tối ưu cho bệnh nhân nhiều bệnh lý nền?. Ba tôi năm nay 86 tuổi, thể trạng gầy yếu, ăn uống qua ống và mang nhiều bệnh nền ( MSA- P; sa sút trí tuệ, di chứng nhồi máu não; đã mở khí quản ra da; tắc đại tràng, ruột non đã mở hậu môn nhân tạo; bệnh mạch vành hẹp 1 nhánh 50% LAD, LCX I, CMV; rung nhĩ về nhịp xoang; suy tim EF 53%; phình động mạch chủ đoạn xuống; phình động mạch chậu phải,có ổ loét huyết khối bám thành…). Hiện đã có chỉ định can thiệp phình động mạch chủ ngực theo phương pháp Hybrid, nhưng các bác sĩ đang không dám can thiệp. Xin hỏi các bác sĩ bên bệnh viện Tâm Anh đã gặp và giải quyết thành công ca bệnh như Ba tôi chưa? Và có phương pháp nào can thiệp xâm lấn tối thiểu phình động mạch chủ ngực tối ưu hơn Hybrid không? Xin cám ơn các bác sĩ.",Trung tâm Ngoại Lồng ngực - Mạch máu,cardiovascular_thoracic,tamanh
tamanh_0053,"Cắt tuyến giáp có sinh con được không?. Thưa bác sĩ, em năm nay 29 tuổi, vừa phải cắt bỏ toàn bộ tuyến giáp do bệnh lý. Hiện tại em và vợ đang có kế hoạch sinh con trong vài năm tới. Em rất lo lắng không biết sau khi cắt tuyến giáp thì cơ thể có con được không hay có ảnh hưởng đến chất lượng tinh trùng không ạ? Em cảm ơn bác sĩ.",Khoa Ngoại Vú - Đầu Mặt Cổ,oncology,tamanh
tamanh_0054,"Cắt tuyến giáp có ảnh hưởng đến sinh lý không?. Bác sĩ ơi, em chuẩn bị phẫu thuật cắt tuyến giáp và đang rất lo lắng. Em muốn hỏi là sau khi cắt tuyến giáp thì có ảnh hưởng gì đến sinh lý không ạ? Cảm ơn bác sĩ.",Khoa Ngoại Vú - Đầu Mặt Cổ,oncology,tamanh
tamanh_0055,"Hiện tượng ra sữa non có sao không?. Em 19 tuổi còn con gái, hôm nay em bị ra sữa non không biết có sao không ạ? Hiện em đang uống thuốc trị đau bao tử được hơn 1 tuần rồi. Mong bác sĩ giải đáp giúp em, em ngại không dám đi khám.",Khoa Ngoại Vú - Đầu Mặt Cổ,oncology,tamanh
tamanh_0056,"Giải đáp: Bệnh lupus ban đỏ có lây không?. Dạ bác sĩ ơi, theo em tìm hiểu thì thấy bệnh lupus ban đỏ là một bệnh tự miễn khá phức tạp. Xin hỏi bác sĩ bệnh lupus ban đỏ có lây không? Em rất lo lắng vì sợ ảnh hưởng đến người thân trong gia đình. Mong bác sĩ giải đáp giúp em.",Khoa Cơ Xương Khớp,rheumatology,tamanh
tamanh_0057,"Nhiễm trùng rốn có nguy hiểm không? [Chuyên gia giải đáp]. Chào bác sĩ, bé nhà em được 5 ngày tuổi, vùng rốn của bé có dấu hiệu đỏ ửng, có vẻ hơi viêm. Khi đi khám thì bác sĩ bảo bé bị nhiễm trùng rốn nhẹ, có kê thuốc và hướng dẫn lại cách chăm sóc rốn cho bé. Bác sĩ cho em hỏi nhiễm trùng rốn có nguy hiểm không ạ?",Trung tâm Sơ sinh,pediatrics,tamanh
tamanh_0058,"Vàng da sinh lý có cần chiếu đèn không? Một số lưu ý quan trọng. Thưa bác sĩ, vàng da sinh lý có cần chiếu đèn không ạ? Con em được 3 ngày tuổi, có biểu hiện vàng da ở vùng mặt và cổ. Bác sĩ bảo con bị vàng da sinh lý nên không cần điều trị, tình trạng này sẽ tự khỏi sau ít ngày. Tuy nhiên, đến nay đã gần 1 tuần em thấy da bé vẫn vàng nên lo lắng quá. Mong bác sĩ tư vấn ạ.",Khoa Sơ sinh,neonatology,tamanh
tamanh_0059,"Trẻ bị viêm phế quản có được tắm không? Lưu ý gì khi tắm gội?. Con em bị viêm phế quản, được bác sĩ kê thuốc uống và bảo theo dõi tại nhà. Bác sĩ cho em hỏi trẻ bị viêm phế quản có được tắm không? Nếu được, cần lưu ý gì khi tắm gội cho trẻ? Mong bác sĩ giải đáp ạ.",Khoa Nhi,pediatrics,tamanh
